,Text,Likes,Retweets,Date-Time,Date
62,"Congrats, @JSalke and the @AmazonStudios and @PrimeVideo teams on today’s Emmy nominations! https://t.co/88rdrTLmGG",238,19,2021-07-14 00:25:16+00:00,2021-07-14
63,"Proud that Amazon continues to support our U.S. veterans and military spouses...we employ over 40K, and making a pledge to hire 100K more in the next few years. https://t.co/8s6RXRpcLG",401,41,2021-07-13 16:29:47+00:00,2021-07-13
64,"This is pretty cool, imo…introducing the #AWS Bug Bust Challenge, the world’s first global competition to fix a million bugs so #developers can improve code quality, eliminate bugs, and boost app performance https://t.co/k3IB1dCJDr https://t.co/pHGSt9f3n8",369,69,2021-06-24 23:36:37+00:00,2021-06-24
65,Excited to continue to innovate with Amazon's $2B+ Housing Equity Fund with a new $300 million investment to provide thousands of affordable homes near public transportation. Big step towards empowering communities. https://t.co/JeuTi3yBsp,333,34,2021-06-16 19:12:56+00:00,2021-06-16
66,"Black-owned businesses are too often locked out of traditional ways of accessing capital, mentorship, and resources. We're committed to changing that. Proud of our Black Employee Network and Seller teams for making this accelerator a reality. https://t.co/Cw9iqvbq2E",233,31,2021-06-16 05:01:27+00:00,2021-06-16
67,"3.5 hours to fly from NY to London is pretty awesome. Congrats to @bscholl + @ksavitt (my sis) at @BoomAero and Scott Kirby at @United on momentous deal. Proud to be working with both cos via AWS. 
https://t.co/jynZlMpAmR",792,73,2021-06-03 20:32:00+00:00,2021-06-03
68,"Hard not to love @brandicarlile if you're a music fan, but also if you ever get a chance to talk with her. Smart, thoughtful, authentic. Can see it in her memoir Broken Horses, and in the interview she did with me today. Thx for stopping by Amazon, Brandi! https://t.co/F4QqUiwxa1",333,19,2021-05-25 05:59:43+00:00,2021-05-25
69,"Ever thought about how many scenarios come into play when matching 32 teams across 17 games during an 18-week period… all while optimizing for fairness, travel, &amp; venue availability? Customers like @NFL don't have to w/ #AWS #compute https://t.co/emobvio7s0",276,57,2021-05-13 05:40:01+00:00,2021-05-13
70,"Congratulations to Samuel, Kelly, and all 100 #AmazonFutureEngineer 2021 scholarship recipients. An education in computer science can unlock so many opportunities, and I can’t wait to see these incredible students at Amazon for their internships. https://t.co/3Pr8VzYXD8 https://t.co/jox5mnueO9",449,56,2021-05-12 14:15:39+00:00,2021-05-12
71,Amazon has joined The Global Task Force led by @USChamber to help source and deliver medical equipment to India. 1000 ventilators are on their way to local hospitals in India with the first 100 arriving today. The challenges in India will take continued focus--more help is on way https://t.co/5JAZegAjqp,714,132,2021-05-05 13:55:54+00:00,2021-05-05
72,Proud of this one...lucky to work with the teammates I do on the customer missions we're aiming to solve... https://t.co/SzTp0cEVCe,324,50,2021-04-28 18:29:07+00:00,2021-04-28
73,"Very serious situation in India. Our teams are moving fast to provide support for the latest wave of #COVID19, and using our global and India-wide operations network to transport medical supplies. This is just one step, more help is on the way. https://t.co/h6vomC2JTm",3041,395,2021-04-26 20:27:52+00:00,2021-04-26
74,"Excited about teaming up with @DISHNews for telecom 1st...DISH will leverage #AWS infrastructure to build 1st cloud-based 5G network from ground-up (leveraging AWS for RAN and Core, too). Beginning of shift in how telco networks will be built... 
Link: https://t.co/rpHZ5CJmt9",274,61,2021-04-21 23:37:50+00:00,2021-04-21
75,"Thanks to @AmitAgarwal and the Amazon India team for having me. Their investment in small and medium businesses is driving remarkable innovation and economic growth in India, and the new Smbhav Venture Fund will keep that momentum going https://t.co/5ZhWXzsNxY",283,39,2021-04-15 20:25:30+00:00,2021-04-15
76,Excited to expand our relationship and can’t wait to see all the #5G use cases that Private MEC will enable... https://t.co/gj39CX7xjS,172,24,2021-04-05 20:43:44+00:00,2021-04-05
77,Pretty awesome...40% cost savings on compute is a big deal (courtesy of #AWS Graviton2 chips) https://t.co/xRcgSO94Zm,643,74,2021-04-02 01:01:53+00:00,2021-04-02
78,"The increasing anti-Asian violence in this country is pretty shocking and deeply concerning. At Amazon &amp; AWS, we stand in solidarity w/ the Pan-Asian community. #StopAsianHate https://t.co/7IpJMP6ePm",875,144,2021-03-18 21:04:22+00:00,2021-03-18
79,"Like Don, am pretty excited about the new x2gd instances...really substantial compute savings-- driven again by graviton2 chips https://t.co/zu6PuJPtml",204,21,2021-03-17 01:12:52+00:00,2021-03-17
80,"Pretty cool to see 12 Oscar nominations for @PrimeVideo, including Sound of Metal for Best Picture. Congrats, team! #OscarNoms https://t.co/moZjeHq3ix",288,21,2021-03-15 18:03:46+00:00,2021-03-15
81,"15 years ago, we launched Amazon S3, which was the start of #AWS as we know it today. Very thankful to our customers, partners, and employees – all of whom have driven this movement that's still in its relatively early days.",4614,440,2021-03-14 19:41:55+00:00,2021-03-14
82,"Happy #InternationalWomensDay. I’m fortunate to have been shaped by many smart, courageous, resilient women throughout my life &amp; career at Amazon.",387,12,2021-03-08 22:25:27+00:00,2021-03-08
83,Teeing off @AWScloud’s collaboration w/ the @PGATOUR to change the way golf fans connect – giving them real-time access to virtually every moment on the course &amp; letting *them* determine how they experience the game ⛳ #sports #digitaltransformation https://t.co/RtdpFLWx0m,350,56,2021-03-02 22:12:19+00:00,2021-03-02
84,Congratulations to the @AmazonStudios team on a great night! #GoldenGlobes https://t.co/B4XB5NzTdj,223,12,2021-03-01 20:00:38+00:00,2021-03-01
85,"@hadip @amazon @jeffawilke Thanks to you &amp; the whole team, Hadi. We're passionate about the mission of helping all students have access to learning CS.",44,4,2021-02-26 23:17:37+00:00,2021-02-26
86,"Excited about the release of Amazon Lookout for Vision, a new industrial #machinelearning service that uses #AWS-trained computer vision models to help customers like @GEHealthcare spot defects or anomalies in products &amp; processes https://t.co/NhegQbmaMi",497,104,2021-02-25 20:28:37+00:00,2021-02-25
87,Really cool to be a part of this historic mission to bring the images &amp; sounds of #Mars back to Earth w/ @NASAJPL @NASAPersevere #CountdownToMars #AWS #space https://t.co/9fFJmHeT5y,954,190,2021-02-23 18:51:18+00:00,2021-02-23
88,Enjoyed chatting w/ @CommissionerNHL to announce how @AWScloud will support the @NHL in its digital transformation. Look forward to seeing goal &amp; faceoff probability stats in action in an upcoming @SeattleKraken game :-) #AWS #machinelearning https://t.co/30i2yrtGnY,540,91,2021-02-11 01:37:15+00:00,2021-02-11
89,"OK, that was an action-packed week :-)...Grateful for all the people who’ve reached out, to Jeff for (the first) 24 yrs of learning &amp; partnership, and for the opportunity to work with the incredible teams across Amazon. Excited for what the future holds.",5454,206,2021-02-06 02:08:09+00:00,2021-02-06
90,"Well, that was a new experience. We would have liked to have been w/ you in Vegas for #AWS #reInvent, but did our best to bring 3 weeks of hopefully interesting content/learning. Appreciate so many of you (540K registered, over 300K participating in some fashion) engaging w us.",1163,105,2020-12-18 01:36:19+00:00,2020-12-18
91,Incredible finish in 2020 #AWS DeepRacer Championship Cup. Congrats to Po-Chun from Team NTCU-CGI who took home the 2020 Trophy. Duckworth was so close! Thanks to all the #developers who raced at this yr’s #reinvent – onward to 2021. 🏎 https://t.co/0ow0rgtxau,169,44,2020-12-16 16:57:07+00:00,2020-12-16
92,"Really excited about working w/ @paraga &amp; the whole @Twitter team to help power the real-time, global traffic of this vibrant platform w/ @AWScloud services &amp; #infrastructure. #AWS #reInvent https://t.co/ACrq0wc2Tq",618,120,2020-12-15 22:10:33+00:00,2020-12-15
93,"While @Werner’s keynote at #AWS #reinvent may look a little different this yr (hint: location isn’t where you’d expect), think developers and builders will find it inspiring. Worth watching live tomorrow AM. https://t.co/atZloDrECJ",266,77,2020-12-14 19:39:45+00:00,2020-12-14
94,"AWS training team has been helping people by the thousands for years, now setting a bigger goal-- 29m by 2025. Could have big impact on a lot of people’s lives. Good discussion here with @JonFortt &amp; @TeresaCarlson.  #AWS #reInvent https://t.co/08nJNzTVU2",370,69,2020-12-13 00:35:49+00:00,2020-12-13
95,"Thanks for having me, @jchatterleyCNN. Was great chatting with you about #AWS &amp; the ability for #cloud to #reInvent almost every industry during the most critical &amp; challenging times, including in the wake of the current #COVID19 pandemic. https://t.co/2lPYJr5Yqj",353,83,2020-12-10 18:49:43+00:00,2020-12-10
96,Looking forward to Peter’s #AWS #reinvent keynote on AWS #infrastructure. He's prepared a really interesting talk...recommend tuning in live. https://t.co/qGIEkaSX9E,312,63,2020-12-10 01:20:09+00:00,2020-12-10
97,"Looking forward to working w/ you, Phil, &amp; entire team at @ViacomCBS to reinvent your broadcasting operations (very exciting what you're doing)... #AWS #reInvent https://t.co/tIC3nb8AgX",135,15,2020-12-09 17:56:42+00:00,2020-12-09
98,"We’re teaming up w/ @BMWGroup to develop cloud-enabled solutions for the #auto industry &amp; to upskill up to 5,000 #BMWGroup employees &amp; affiliated software engineers in #cloud tech to help them make better use of #data #machinelearning. https://t.co/7Y6mrDHZFk #AWS #reInvent",315,77,2020-12-08 22:18:53+00:00,2020-12-08
