,Text,Likes,Retweets,Date-Time,Date
83,"Climate change is the biggest challenge we face, and it affects all of us in deeply personal ways. Glad to join in our #DearEarth @YouTube Original focused on climate action alongside President @BarackObama, @TheMuppets, @BLACKPINK + many more today. 
https://t.co/lxpTWmJ8ad https://t.co/E9mYX9M281",5220,1144,2021-10-23 19:34:49+00:00,2021-10-23
84,"We're launching Pixel 6 and Pixel 6 Pro today! They’re unlike any phone we've built before, with a new industrial design, Android 12 with Material You user interface, and running on our custom Google Tensor chip. Can't wait to see how people use them:)
https://t.co/QPvVrCtxvB https://t.co/2eFJsGmSOc",11795,1114,2021-10-19 17:34:51+00:00,2021-10-19
85,"Great conversation with @murraymatt at #WSJTechLive - really enjoyed being able to chat in person, thanks for having me! https://t.co/UnYAEsN1AX",719,54,2021-10-18 23:33:32+00:00,2021-10-18
86,"Our new Bay View campus will run on 90% carbon-free energy, with a mix of solar, wind, and geothermal. This is part of our moonshot to run 24/7 carbon-free by 2030. Thanks @mhbergen for the in-depth look at our sustainability efforts. 
https://t.co/0I626k2heb",2239,171,2021-10-18 21:44:05+00:00,2021-10-18
87,RT @ThomasOrTK: Our new Work Safer program provides organizations of all sizes access to a range of industry-leading offers from Google and…,0,50,2021-10-14 15:57:47+00:00,2021-10-14
88,"As world leaders, industry, and civil society come together for the Malmö Int’l Forum on Holocaust Remembrance and Combating Antisemitism, we join in support with commitments to combat antisemitism online and raise authoritative info across our products. https://t.co/sOqRo1NyPe",947,94,2021-10-13 15:42:41+00:00,2021-10-13
89,Elbow or fist bump? Navigating this new normal together and so glad to be back in person with @ThomasOrTK and the @googlecloud team for #GoogleCloudNext today:) https://t.co/CwaRZbXNoq,4822,189,2021-10-13 02:14:50+00:00,2021-10-13
90,"Thanks @harrymccracken for a great chat - excited about the opportunities for @GoogleCloud to help companies with their digital transformation, especially when it comes to reducing their carbon footprint. https://t.co/a0fc97gXDx",731,67,2021-10-13 01:09:46+00:00,2021-10-13
91,"At #GoogleCloudNext today, we announced new tools and programs to help businesses reduce their carbon footprint, collaborate safely &amp; securely in a hybrid work environment, and much more.
https://t.co/kOhbFdz6op",966,118,2021-10-12 17:55:00+00:00,2021-10-12
92,Can't wait! See you soon:) https://t.co/YipgjYsrf3,1777,119,2021-10-12 15:50:39+00:00,2021-10-12
93,"There's so much momentum happening across Africa, and we're excited to showcase it at our first #Google4Africa event where we announced a new $1B investment in the continent to help improve connectivity, invest in startups, and more. 
https://t.co/43BEBcDGTF",2338,367,2021-10-06 13:16:20+00:00,2021-10-06
94,"Today we’re sharing new ways people can use our products to make sustainable choices, including tools to book flights or purchase appliances with lower carbon footprints, a Nest program to support clean energy from home, eco-friendly routes on Maps &amp; more. https://t.co/Wdb3nqsuk7",3574,467,2021-10-06 07:07:33+00:00,2021-10-06
95,"RT @efelsenthal: The enduring hope of Jane Goodall. Her first @time cover, long overdue. https://t.co/vV0gx3rBgv https://t.co/C6ysYEWtHs",0,154,2021-10-01 03:10:26+00:00,2021-10-01
96,"RT @nealmohan: Our @YouTube #shorts Fund is coming to to 30+ more countries, including Argentina, Australia, Canada, Egypt, Germany, Italy,…",0,50,2021-09-29 23:50:28+00:00,2021-09-29
97,"At #SearchOn today, we shared how we're using #GoogleAI to make Search multimodal. With #GoogleLens you can search with both images and words, making it easier to find that pattern from a shirt, or instructions to fix your bike. 
https://t.co/r5qCUyNEaP https://t.co/SFooSOnRxa",2046,242,2021-09-29 18:06:13+00:00,2021-09-29
98,"RT @TechTekedra: Had a great time chatting with @reckless on our continued focus developing the #WaymoDriver, our ongoing testing, and its…",0,35,2021-09-29 02:55:21+00:00,2021-09-29
99,"Cheers to 23 years! Thank you to all of you who inspire and motivate us to continue building a more helpful Google for everyone. Excited for what's to come...but first, time for some birthday cake! 🎂🎉 https://t.co/ul6cISij2b",18813,1289,2021-09-27 16:34:47+00:00,2021-09-27
100,We need urgent action to move the world towards a carbon-free future. Glad to join @SEforALLorg and @UN in launching a 24/7 carbon-free energy compact to drive collective action to tackle climate change. #UNGA https://t.co/O47w4nVWIR,1839,251,2021-09-24 20:41:37+00:00,2021-09-24
101,"We're making @Android more accessible for everyone with Camera Switches &amp; Project Activate that make it easier to control your phone and communicate using the phone’s front-facing camera and #GoogleAI to detect face and eye gestures 
https://t.co/UNW8VuS5Bw",1817,214,2021-09-23 18:33:13+00:00,2021-09-23
102,Congrats Marian on your induction into the National Inventors Hall of Fame - what an incredible achievement! https://t.co/35gT6mg3s8,1245,87,2021-09-21 19:51:15+00:00,2021-09-21
103,So happy to meet some of the inspiring founders who are receiving awards as part of our second @GoogleStartups Black Founders Fund. Huge congrats to all 50 founders selected this year! https://t.co/cfWs51kUAh https://t.co/hh10DUaHeE,1811,143,2021-09-21 15:17:12+00:00,2021-09-21
104,"Proud to launch a new $15M commitment, including a @GoogleStartups Latino Founders Fund, to help Latino entrepreneurs, job seekers and students succeed in today’s economy, and create pathways to opportunity &amp; financial prosperity for Latino communities. 
https://t.co/P9th2PEHbi",1371,152,2021-09-21 13:29:07+00:00,2021-09-21
105,"For more than 20 years, New York City has been home to so many Googlers - excited to continue growing there and support the city’s economic recovery with our purchase of St. John’s Terminal in Manhattan. https://t.co/1SpnzsAPLD https://t.co/1w5MkXOaUK",3610,235,2021-09-21 12:21:11+00:00,2021-09-21
106,RT @WittedNote: #SearchOn is back! Tune in to hear how we’re innovating to create the most helpful information products possible → https://…,0,37,2021-09-15 18:56:49+00:00,2021-09-15
107,RT @KKliphouse: I’m excited to share that we are opening a new Cloud region in Toronto. It's great to see the continued growth and investme…,0,43,2021-09-15 15:50:14+00:00,2021-09-15
