,Date,Open,High,Low,Close,average H/L,daily fluc
504,2020-05-01,151.0,154.5540008544922,136.60800170898438,140.26400756835938,145.58100128173828,-10.868047517377876
508,2020-04-27,147.52200317382812,159.8979949951172,147.0,159.75,153.4489974975586,7.388847963071621
517,2020-04-14,139.79400634765625,148.37600708007812,138.48599243164062,141.97799682617188,143.43099975585938,16.371205304209834
518,2020-04-13,118.03199768066406,130.39999389648438,116.10600280761719,130.19000244140625,123.25299835205078,8.852854173747904
521,2020-04-07,109.0,113.0,106.46800231933594,109.08999633789062,109.73400115966797,7.692157943651456
530,2020-03-25,109.05000305175781,111.4000015258789,102.22200012207031,107.8499984741211,106.81100082397461,8.142230593501765
531,2020-03-24,95.45999908447266,102.73799896240234,94.80000305175781,101.0,98.76900100708008,15.858065697454627
533,2020-03-20,87.63999938964844,95.4000015258789,85.15799713134766,85.50599670410156,90.27899932861328,11.39229293350008
534,2020-03-19,74.94000244140625,90.4000015258789,71.69200134277344,85.52799987792969,81.04600143432617,7.293118308643298
535,2020-03-18,77.80000305175781,80.97200012207031,70.10199737548828,72.24400329589844,75.5369987487793,-12.960766397890621
536,2020-03-17,88.00199890136719,94.37000274658203,79.19999694824219,86.04000091552734,86.78499984741211,-7.383888440376896
537,2020-03-16,93.9000015258789,98.9739990234375,88.43399810791016,89.01399993896484,93.70399856567383,-15.54926868323927
539,2020-03-12,116.1780014038086,118.9000015258789,109.25,112.11000061035156,114.07500076293945,-9.934627176427412
542,2020-03-09,121.0780029296875,132.60000610351562,121.0,121.5999984741211,126.80000305175781,-8.86024707422064
547,2020-03-02,142.2519989013672,148.73800659179688,137.33399963378906,148.7239990234375,143.03600311279297,9.85530436686204
548,2020-02-28,125.94000244140625,138.10400390625,122.30400085449219,133.59800720214844,130.2040023803711,-7.576110084846865
549,2020-02-27,146.0,147.95399475097656,133.8000030517578,135.8000030517578,140.8769989013672,-11.36578266838818
552,2020-02-24,167.8000030517578,172.6999969482422,164.44000244140625,166.75799560546875,168.56999969482422,-6.011116946503159
555,2020-02-19,184.6999969482422,188.95599365234375,180.20399475097656,183.48399353027344,184.57999420166016,9.06662538413292
564,2020-02-05,164.65199279785156,169.1959991455078,140.82200622558594,146.94000244140625,155.00900268554688,-14.020977396320989
565,2020-02-04,176.5919952392578,193.79800415039062,166.7760009765625,177.41200256347656,180.28700256347656,23.51301519883777
566,2020-02-03,134.73800659179688,157.22799682617188,134.70399475097656,156.0,145.96599578857422,13.546264212827296
568,2020-01-30,126.48400115966797,130.17599487304688,123.5999984741211,128.16200256347656,126.88799667358398,9.648036381748604
574,2020-01-22,114.37799835205078,118.9000015258789,111.81999969482422,113.91200256347656,115.36000061035156,7.113342932386035
613,2019-11-22,68.03199768066406,68.19999694824219,66.0,66.60800170898438,67.0999984741211,-6.132844572808239
634,2019-10-24,59.67399978637695,60.986000061035156,57.84000015258789,59.93600082397461,59.41300010681152,17.072256524688978
698,2019-07-25,46.70000076293945,46.900001525878906,45.11000061035156,45.763999938964844,46.005001068115234,-12.24271641546676
744,2019-05-20,40.560001373291016,41.20000076293945,39.04999923706055,41.071998596191406,40.125,-6.937102353697167
775,2019-04-04,52.37799835205078,54.2400016784668,52.11800003051758,53.555999755859375,53.17900085449219,-8.83703982524614
827,2019-01-18,64.5999984741211,65.4260025024414,59.94599914550781,60.45199966430664,62.68600082397461,-9.888595379876165
839,2019-01-02,61.220001220703125,63.0260009765625,59.7599983215332,62.02399826049805,61.39299964904785,-7.606065854691768
