,Date,Open,High,Low,Close,average H/L,daily fluc
5,2022-04-25,51.02000045776367,52.290000915527344,50.2400016784668,51.70000076293945,51.26500129699707,5.461840471732327
18,2022-04-05,53.849998474121094,54.56999969482422,50.560001373291016,50.97999954223633,52.56500053405762,7.024332238657993
19,2022-04-04,47.869998931884766,51.369998931884766,46.86000061035156,49.970001220703125,49.114999771118164,24.578315083260073
30,2022-03-18,37.459999084472656,39.04999923706055,37.18000030517578,37.77000045776367,38.114999771118164,5.000001576321211
60,2022-02-03,33.84000015258789,35.18000030517578,33.84000015258789,34.47999954223633,34.510000228881836,-7.405420431935905
63,2022-01-31,35.43000030517578,37.560001373291016,35.34000015258789,37.5099983215332,36.45000076293945,5.805520968904343
68,2022-01-24,33.70000076293945,35.13999938964844,32.04999923706055,35.060001373291016,33.59499931335449,-6.524766794260184
69,2022-01-21,36.900001525878906,37.08000183105469,34.79999923706055,34.81999969482422,35.94000053405762,-5.706412829913388
100,2021-12-07,45.06999969482422,46.34000015258789,44.31999969482422,44.459999084472656,45.329999923706055,4.8456095380576825
103,2021-12-02,43.060001373291016,43.15999984741211,41.75,42.650001525878906,42.454999923706055,-4.916012796365776
105,2021-11-30,45.5099983215332,45.849998474121094,43.0,43.939998626708984,44.42499923706055,-9.234856442836282
127,2021-10-28,55.08000183105469,55.63999938964844,53.88999938964844,54.290000915527344,54.76499938964844,-4.715095213283393
128,2021-10-27,60.04999923706055,60.15999984741211,54.790000915527344,54.810001373291016,57.47500038146973,-7.313336285555893
142,2021-10-07,62.20000076293945,64.36000061035156,62.150001525878906,63.970001220703125,63.255001068115234,4.987553640025277
253,2021-04-30,56.0,57.630001068115234,55.04999923706055,55.220001220703125,56.34000015258789,-14.010991882095114
292,2021-03-05,67.66999816894531,67.79000091552734,61.52000045776367,66.94999694824219,64.65500068664551,-6.161098934038456
293,2021-03-04,70.61000061035156,71.77999877929688,66.0199966430664,66.75,68.89999771118164,-5.070272839671508
298,2021-02-25,78.1500015258789,80.75,73.88999938964844,74.58999633789062,77.31999969482422,6.165044350898308
308,2021-02-10,65.80000305175781,69.25,63.20000076293945,67.7699966430664,66.22500038146973,11.041249260918384
329,2021-01-11,47.09000015258789,49.4900016784668,45.150001525878906,48.18000030517578,47.32000160217285,-8.018268280923667
345,2020-12-16,54.77000045776367,56.11000061035156,53.63999938964844,54.029998779296875,54.875,4.953619891262351
376,2020-11-02,41.150001525878906,41.599998474121094,38.93000030517578,39.470001220703125,40.26499938964844,-6.37135591306447
377,2020-10-30,44.529998779296875,45.18000030517578,40.83000183105469,41.36000061035156,43.005001068115234,-16.898548660646895
378,2020-10-29,51.95000076293945,52.93000030517578,50.56999969482422,52.43000030517578,51.75,5.343511450381677
384,2020-10-21,48.970001220703125,50.529998779296875,48.849998474121094,50.2400016784668,49.689998626708984,7.740676013667724
404,2020-09-23,43.880001068115234,46.81999969482422,43.70000076293945,45.33000183105469,45.260000228881836,8.928998754003302
416,2020-09-04,41.20000076293945,41.4900016784668,38.43000030517578,39.869998931884766,39.96000099182129,-4.811811749503969
418,2020-09-02,41.52000045776367,44.09000015258789,41.36000061035156,43.66999816894531,42.72500038146973,4.98832952910353
447,2020-07-23,37.650001525878906,40.2599983215332,37.5,38.439998626708984,38.8799991607666,5.551785332216808
458,2020-07-08,33.20000076293945,36.97999954223633,32.72999954223633,35.40999984741211,34.85499954223633,6.525061961142664
476,2020-06-11,33.130001068115234,34.45000076293945,32.720001220703125,33.029998779296875,33.58500099182129,-5.845245528491971
482,2020-06-03,32.61000061035156,35.040000915527344,32.439998626708984,34.880001068115234,33.739999771118164,5.388100622695879
491,2020-05-20,30.5,32.349998474121094,30.450000762939453,32.22999954223633,31.399999618530273,5.227880221063241
504,2020-05-01,28.0,28.450000762939453,27.190000534057617,27.84000015258789,27.820000648498535,-5.1483098504444875
508,2020-04-27,29.1299991607666,30.389999389648438,29.1299991607666,30.0,29.75999927520752,5.719359426269532
511,2020-04-22,27.0,28.5,26.450000762939453,28.440000534057617,27.475000381469727,6.1220588226627015
