,Unnamed: 0,Text,Likes,Retweets,Date-Time,Date,daily fluc
156,156,"GA of Amazon CodeGuru, a #developer tool powered by #machinelearning where #AWS customers get intelligent recommendations for improving code quality &amp; identifying an app’s most expensive lines of code https://t.co/ORt8AnsuQj",313,110,2020-06-29 22:00:24+00:00,2020-06-29,3.7530367587543134
157,157,"Excited to see the big, diversified data company — @IHSMarkit — moving from on-premises datacenters to the #Cloud and #AWS https://t.co/YXnRCv0nY8",162,44,2020-06-29 16:20:21+00:00,2020-06-29,3.7530367587543134
174,174,"Proud to launch the #AWS Europe (Milan) Region and deepen our ongoing support/commitment to Italian customers —  secure, scalable, highly available computing power is critical to helping Italian communities stay connected during this difficult time https://t.co/hFKdiYyPDB",243,72,2020-04-28 15:18:02+00:00,2020-04-28,3.5968540533978466
180,180,"Inspired by the innovation of #AWS customers &amp; partners – like @Nextdoor, @UCSDHealth, and so many more – who are delivering to support those on the front lines of #COVID19 &amp; helping the rest of us remain safe &amp; productive while staying home https://t.co/HlSlrDVJv2",141,57,2020-04-16 23:40:32+00:00,2020-04-16,4.753435769543901
181,181,"What's esp cool is a 19-year-old Providence resident came up with the idea in order to make it easy to donate phones/tablets/laptops to #RhodeIsland hospitals – @GovRaimondo listened/acted on idea, &amp; facilitated collaboration w/ the #medical community. Love the team innovation. https://t.co/AifnxCOgAS",118,21,2020-04-16 00:41:10+00:00,2020-04-16,4.753435769543901
182,182,Encouraging to see progress... https://t.co/KNKKKmun39,103,16,2020-04-13 23:34:34+00:00,2020-04-13,3.6195595943448566
184,184,Proud @amazon is helping make sure @SeaPubSchools #students from underserved &amp; underrepresented communities have the ability to keep #learning during the #COVID19 pandemic. #Seattle #community https://t.co/liflyuwCTj,148,38,2020-04-06 13:35:44+00:00,2020-04-06,2.9631936000843684
187,187,The very best who ever did it... https://t.co/qsL9wkugzb,38,2,2020-03-22 05:37:33+00:00,2020-03-22,3.321539920547978
189,189,Thought this was pretty amusing...Happy Caturday: https://t.co/l0jcXSCvYa  @AWScloud #AmazonSageMaker #AWSDeepLens #AWS,150,43,2020-03-01 14:19:19+00:00,2020-03-01,3.340277463742214
190,190,"This is the kind of big change and transformation that’s possible w/ the right leadership, senior-management conviction, and alignment from customers. Really cool to see, @fredlee @carsdotcom! #AWS #cloudcomputing https://t.co/ZzX6qqEAPL",284,73,2020-02-27 01:33:18+00:00,2020-02-27,-2.952363337351349
193,193,"Really cool to see #AWS partners like VoiceFoundry, who are helping customers modernize their contact centers with #AmazonConnect (VoiceFoundry, which solely focuses on Amazon Connect implementation, is realizing 400-600% yoy growth): https://t.co/wo8mQ9oQfl",205,61,2020-01-30 15:24:25+00:00,2020-01-30,8.98380041037614
259,259,Excited about #AWS continuing to deepen investment in open source... https://t.co/Z4oGjl9gpE,262,92,2019-01-31 14:54:33+00:00,2019-01-31,3.605499712600824
260,260,Think this is pretty cool...Amazon to fund computer science classes in more than 130 NYC high schools https://t.co/AnFwolMuAo,720,395,2019-01-30 01:17:33+00:00,2019-01-30,3.605499712600824
