,Date,Open,High,Low,Close,average H/L,daily fluc
3,2022-04-27,282.1000061035156,290.9700012207031,279.1600036621094,283.2200012207031,285.06500244140625,3.9700233628996218
6,2022-04-22,281.67999267578125,283.20001220703125,273.3800048828125,274.0299987792969,278.2900085449219,-2.926602604021955
14,2022-04-11,291.7900085449219,292.6099853515625,285.0,285.260009765625,288.80499267578125,-3.31268978023308
17,2022-04-06,305.19000244140625,307.0,296.7099914550781,299.5,301.85499572753906,-3.366200196566149
37,2022-03-09,283.44000244140625,289.6000061035156,280.7799987792969,288.5,285.19000244140625,2.96411540201742
38,2022-03-08,277.79998779296875,283.9599914550781,270.0,275.8500061035156,276.97999572753906,-2.5095930687040746
39,2022-03-07,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,284.11000061035156,-2.5067370315088766
40,2022-03-04,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,291.4150085449219,-2.4029565226456495
45,2022-02-25,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,294.63999938964844,3.988142584106713
63,2022-01-31,308.3125079019924,311.73542294381775,305.7378145601236,310.33831787109375,308.7366187519707,2.623848688414654
66,2022-01-26,307.3544709666157,307.8634283570237,292.425348575847,296.0977478027344,300.1443884664353,3.683463502092077
68,2022-01-24,291.59707496915814,296.4969166779532,275.48037516394237,295.7584533691406,285.98864592094776,-4.4287333288866915
74,2022-01-13,319.80873030618324,320.21788794995837,303.3727139599703,304.1710510253906,311.7953009549643,-2.437192132971633
80,2022-01-05,325.1875919232264,325.39718052756325,315.32800431958884,315.7271728515625,320.3625924235761,-2.913867324921249
92,2021-12-17,320.2178783271366,324.24955043194984,316.5953638538029,323.1318359375,320.4224571428764,-2.6690727545736093
95,2021-12-14,332.53241070991885,333.9494939781354,323.44119311351625,327.6624755859375,328.69534354582584,-3.532148914269062
100,2021-12-07,330.95568178928187,335.10707090839315,329.4188510226862,334.2289123535156,332.2629609655397,2.9720921738035644
109,2021-11-23,336.3545104170531,338.7495825607045,332.87172151582774,336.98321533203125,335.8106520382661,-2.351927293644318
128,2021-10-27,314.7720634375028,324.8328221778034,314.7720634375028,321.9142150878906,319.8024428076531,3.3977461885787985
149,2021-09-28,288.6738695953321,289.6500724096379,281.65127697103554,282.41827392578125,285.6506746903367,-2.6942212923939834
155,2021-09-20,295.1784825090818,297.55920983695285,288.3949478135607,293.1563720703125,292.97707882525674,-2.614112416836789
175,2021-08-20,298.55535299032294,304.65156710706293,296.90179974967236,303.17730712890625,300.7766834283676,3.035267163674993
255,2021-04-28,254.0109428558556,254.46724799931067,250.90624253870342,252.50323486328125,252.68674526900705,-2.640890116269412
301,2021-02-22,235.50174165610275,236.00761561584156,230.52229696566695,232.61524963378906,233.26495629075424,-2.8324094893608542
323,2021-01-20,215.4448664040952,223.45105935154317,215.03910992524072,222.01608276367188,219.24508463839194,3.135407053755368
370,2020-11-10,211.72370360851824,213.69781739507786,207.00557286354422,208.27886962890625,210.35169512931105,-4.434977380700344
373,2020-11-05,219.16611171232742,221.21919191161982,218.28763165669065,220.39993286132812,219.75341178415522,3.3732595288454403
374,2020-11-04,211.24992855080214,215.4942763655777,209.67063143697615,213.58924865722656,212.58245390127692,4.741756116319196
379,2020-10-28,204.98209014800753,206.1369448321427,199.48419143492163,200.05667114257812,202.81056813353217,-3.3082413135044897
391,2020-10-12,215.95818925825742,220.9625753584593,214.00382066197884,218.53440856933594,217.48319801021907,3.1796627579350867
405,2020-09-22,202.40588146375987,205.40654281418466,199.46445617763877,204.73533630371094,202.4354994959117,2.7788162460822496
408,2020-09-17,197.46073854889562,201.6853409335788,197.37190704139505,200.28372192382812,199.52862398748692,-2.6487421852105064
415,2020-09-08,203.8272672507662,207.31157720031885,199.58291920616693,200.03697204589844,203.4472482032429,-2.6726356833154385
416,2020-09-04,212.31593305239392,215.53373294000275,202.5341961190122,211.4769287109375,209.03396452950747,-4.6638317522245565
417,2020-09-03,226.30252901655584,226.34200466372678,212.17774785293685,214.48745727539062,219.25987625833181,-3.46364479966762
422,2020-08-27,220.005081735948,228.15816519232186,216.5602482042282,223.64732360839844,222.35920669827505,2.5258681758851598
440,2020-08-03,208.27881202016366,214.30502839133538,207.21535942084392,213.2218780517578,210.76019390608965,5.9315517649556115
446,2020-07-24,197.34885769994298,199.75147070760647,194.48344554613269,198.2153778076172,197.11745812686956,-3.074555435732229
454,2020-07-14,202.97141095498017,205.64973275427013,198.93423051524894,205.1573944091797,202.29198163475954,-2.7042352459451746
463,2020-06-30,194.8478211800705,201.26790214875814,194.70996704945384,200.39154052734375,197.988934599106,2.5658138128439756
473,2020-06-16,189.9342938465583,192.58307665422433,188.52621333466195,190.6038818359375,190.55464499444315,3.257491798073797
477,2020-06-10,188.201250541166,195.47801029159365,188.08307912767938,193.82374572753906,191.7805447096365,3.0611706981197973
487,2020-05-27,177.43871794573192,179.20129745018147,173.89389124804822,179.0240478515625,176.54759434911483,-2.451040467390131
496,2020-05-13,179.2534836940895,180.72639643605697,173.35200371866418,176.50404357910156,177.0392000773606,-2.369085381890468
502,2020-05-05,177.3583325730115,180.33361518690865,176.6513332406752,177.4958038330078,178.49247421379192,3.047049939716917
512,2020-04-21,170.36691230570096,170.53384062351557,163.1103625768513,164.78948974609375,166.82210160018343,-3.9464050870324674
517,2020-04-14,165.94819952874323,170.61242407171088,164.96625751969742,170.56332397460938,167.78934079570416,4.233396036088122
521,2020-04-07,166.5275100773391,166.93010982053167,160.31181654309128,160.5376739501953,163.62096318181148,2.832635908940806
522,2020-04-06,157.4249136380491,163.4933066571509,154.7343877621563,162.2855224609375,159.1138472096536,4.68712179156936
525,2020-04-01,150.2371327761416,154.901357486512,148.096506311551,149.3632049560547,151.4989318990315,-3.973964539387076
526,2020-03-31,156.52152973878705,161.8043818498531,153.7328183944951,154.862060546875,157.7686001221741,3.4544783623171815
530,2020-03-25,146.22094564446317,151.5430679879206,141.8316649416958,144.26687622070312,146.6873664648082,2.715971396988248
531,2020-03-24,141.15414524960372,146.8985112408852,138.71893358251887,145.6612548828125,142.80872241170204,6.510667676179138
532,2020-03-23,134.53585883108275,138.0315846980914,130.12694914169015,133.5244598388672,134.07926691989076,-3.4881165539531356
534,2020-03-19,140.191818156345,147.43853758203304,136.4898938193193,140.13290405273438,141.96421570067616,2.893015471749938
537,2020-03-16,137.4718590719767,146.65302136758115,132.5621498194061,132.9745635986328,139.60758559349364,-6.043470557246722
538,2020-03-13,144.83640561805493,158.98618958661717,138.18865589031176,155.96180725097656,148.58742273846445,3.6260685861797093
539,2020-03-12,142.6761664656194,150.69863029420597,136.07751544926208,136.54884338378906,143.38807287173404,-5.4395292159479585
542,2020-03-09,148.27324346633662,154.90135203188478,147.2913014566258,147.9001007080078,151.0963267442553,-3.559899072005135
543,2020-03-06,159.67358734294933,160.16455833717976,153.18295019989327,158.65237426757812,156.67375426853653,-5.184794304153839
547,2020-03-02,162.3248027614748,169.79738074425637,159.37897724894452,169.6697235107422,164.58817899660045,6.182882637906562
548,2020-02-28,149.65776343594817,160.75370952157834,149.25516367479423,159.0843963623047,155.0044365981863,-2.8614500900215667
549,2020-02-27,160.3707583743254,164.01375443439792,155.12717723862812,155.3235626220703,159.57046583651302,-4.820334421595474
552,2020-02-24,164.74040775184142,171.3979730794576,160.2823828377296,167.80406188964844,165.8401779585936,-6.367279069624199
565,2020-02-04,173.46737775386555,176.89481268798812,172.65458424782483,176.38558959960938,174.7746984679065,3.4937784487409917
568,2020-01-30,170.44144257196473,170.44144257196473,167.2490222472918,169.19776916503906,168.84523240962827,3.1096691265421805
571,2020-01-27,157.808904839034,159.99268147484023,156.8786039784654,158.9154815673828,158.43564272665282,-2.5302538605642244
632,2019-10-28,140.92662004243635,142.16607583968297,140.05802855265486,140.7216796875,141.11205219616892,3.1533048635528083
650,2019-10-02,132.97268336668395,133.08979215731384,130.36690853285796,131.41116333007812,131.72835034508591,-2.632980135570928
659,2019-09-19,136.92524460738017,138.94544534671826,136.70078116784396,137.67672729492188,137.8231132572811,2.6308022062597303
688,2019-08-08,132.87182621962128,135.19659612721352,132.22009925214758,135.0993194580078,133.70834768968055,2.7815416226747214
691,2019-08-05,129.6618708052701,130.27466623939375,127.21064454177414,128.60162353515625,128.74265539058393,-3.2421976351425297
731,2019-06-07,125.6640685966441,128.64055079992522,124.75944301667113,127.8137435913086,126.69999690829817,2.736931856120095
733,2019-06-05,121.53975726918867,122.43465350086116,120.81995604518767,122.39574432373047,121.6273047730244,2.5212186971408146
761,2019-04-25,126.0437450970555,127.31328993368959,124.85173163509495,125.1618423461914,126.08251078439227,3.926213801747558
