,Date,Open,High,Low,Close,average H/L,daily fluc
16,2022-04-07,39.290000915527344,39.529998779296875,37.599998474121094,38.720001220703125,38.564998626708984,-4.553896865901241
17,2022-04-06,40.790000915527344,41.33000183105469,39.47999954223633,39.5,40.40500068664551,-4.344221340946475
23,2022-03-29,45.40999984741211,46.7400016784668,45.2400016784668,46.2599983215332,45.9900016784668,5.083976510564359
32,2022-03-16,43.0,44.16999816894531,42.369998931884766,43.849998474121094,43.26999855041504,4.202285244828929
39,2022-03-07,42.290000915527344,42.439998626708984,39.75,39.83000183105469,41.09499931335449,-4.596637062136743
40,2022-03-04,44.029998779296875,44.15999984741211,41.9900016784668,42.400001525878906,43.07500076293945,-5.692392591845563
46,2022-02-24,44.150001525878906,46.40999984741211,43.90999984741211,46.349998474121094,45.15999984741211,-4.483923406557022
56,2022-02-09,50.310001373291016,51.68000030517578,50.15999984741211,50.720001220703125,50.920000076293945,4.494148494895311
57,2022-02-08,48.7400016784668,49.880001068115234,47.58000183105469,49.459999084472656,48.73000144958496,-4.935619914163358
59,2022-02-04,51.619998931884766,51.849998474121094,50.52000045776367,51.290000915527344,51.18499946594238,-4.300269781873278
68,2022-01-24,51.400001525878906,52.65999984741211,49.369998931884766,52.63999938964844,51.01499938964844,-4.991154335427083
81,2022-01-04,61.959999084472656,65.9800033569336,61.959999084472656,65.73999786376953,63.970001220703125,5.465337559195649
92,2021-12-17,56.20000076293945,56.38999938964844,54.5099983215332,55.15999984741211,55.44999885559082,-6.53181639233158
128,2021-10-27,55.599998474121094,55.7599983215332,54.15999984741211,54.2599983215332,54.959999084472656,-4.6330038437891075
155,2021-09-20,49.45000076293945,49.540000915527344,48.369998931884766,49.369998931884766,48.954999923706055,-4.867860512698707
187,2021-08-04,55.22999954223633,55.45000076293945,52.209999084472656,52.720001220703125,53.829999923706055,-6.031247155291974
199,2021-07-19,53.900001525878906,54.43000030517578,52.630001068115234,54.18000030517578,53.53000068664551,-5.130701975293206
