,Text,Likes,Retweets,Date-Time,Date
81,"Introducing Apple Bağdat Caddesi, our beautiful new store in Istanbul. We’re glad to be a part of this vibrant community and we can't wait to welcome customers to this spectacular new space. https://t.co/BtJiGDAeqq",46301,2801,2021-10-22 15:53:43+00:00,2021-10-22
82,Introducing the groundbreaking and completely reimagined 14- and 16-inch MacBook Pro – our most powerful notebook ever. 💻 https://t.co/OehZw8QqQB,16005,1686,2021-10-18 18:47:36+00:00,2021-10-18
83,Good morning! ☀️ The big day is here. See you in just a few hours. #AppleEvent https://t.co/k5ekfTDrvN,40638,3507,2021-10-18 14:20:00+00:00,2021-10-18
84,"Met with some of the great developers in Utah’s growing tech community. Their apps &amp; games, like @RedGamesCo and @Ancestry, are bringing families together. And @Instructure, @ResusciTech, and so many more are solving challenges in important fields like education and health. https://t.co/HDpDyidsib",2978,224,2021-10-13 22:07:54+00:00,2021-10-13
85,Stopped by Apple City Creek Center this morning to spend time with our customers and team members. Thanks for an awesome visit! https://t.co/HG8aUy11bF,12218,502,2021-10-13 21:16:43+00:00,2021-10-13
86,"Proud to support @encircle2gether’s life-saving work providing resources to LGBTQ+ youth in Utah &amp; surrounding states. Great to be with @GovCox, @AbbyPalmerCox, @RyanQualtrics, Ashley Smith, @DwyaneWade, and @stephylarsen as we celebrate the opening of Encircle’s first cafe. https://t.co/E6nN23Uc4m",3032,235,2021-10-13 16:23:52+00:00,2021-10-13
87,"This Indigenous Peoples’ Day, we recognize the many native communities whose rich histories and cultures should be celebrated and honored.",5209,430,2021-10-11 17:57:03+00:00,2021-10-11
88,Taking care of your mental health is critically important. This #WorldMentalHealthDay is a reminder to us all about the importance of prioritizing our emotional well-being and finding meaningful ways to unwind and refuel.,7725,1228,2021-10-10 18:24:43+00:00,2021-10-10
89,"Thrilled to welcome the first-ever Apple Developer Academy class in Detroit! Motor City has an incredible entrepreneurial spirit, and is home to a thriving and diverse developer community. We can’t wait to see how these innovators change the world! https://t.co/4fQ5PmohXY",2706,216,2021-10-08 15:02:23+00:00,2021-10-08
90,“People with passion can change the world for the better.”— SJ. Hard to believe it’s been 10 years. Celebrating you today and always. https://t.co/x2IUnlO7ta,42347,10831,2021-10-05 12:00:00+00:00,2021-10-05
91,Great catching up with @Naomi_NYC and @Marahml to hear about how they're using @TheShineApp to fight stigmas surrounding mental health issues. It’s another powerful example of how technology can be used to help improve people’s lives. https://t.co/QQLn7Kq717,2883,218,2021-10-01 17:39:39+00:00,2021-10-01
92,"Really enjoyed the “INWARD” exhibit at @ICPhotog earlier today. Such a beautiful display of moving photography, and all captured on iPhone! https://t.co/cymaM0aobk",2931,167,2021-10-01 16:43:33+00:00,2021-10-01
93,"Good morning Apple SoHo! 👋 Great to feel the excitement and energy, from team members and customers alike! https://t.co/frOZVgvbMa",8386,385,2021-10-01 15:07:22+00:00,2021-10-01
94,Apple retail is officially in all five boroughs — glad to open our new store in the Bronx. https://t.co/wo8eYJfg6v,11171,591,2021-09-26 00:42:44+00:00,2021-09-26
95,"The iPhone 13 lineup, iPad, and iPad mini are here! We can’t wait to see all the ways our customers will use them. https://t.co/AYVSkolWuT",14379,1078,2021-09-24 22:55:03+00:00,2021-09-24
96,Congratulations to @AFB1921 for marking 100 years of working to create a world with no limits for blind and low vision communities. Apple is proud to share your mission of building a more accessible and inclusive society for all.,2872,198,2021-09-23 12:25:32+00:00,2021-09-23
97,.@AustinMann is such an extraordinary talent. Love these incredible photos and videos #ShotOniPhone13Pro! https://t.co/UOYIqXqxo9,4675,336,2021-09-23 03:41:52+00:00,2021-09-23
98,"Each day, we’re reminded that the fight for our planet isn't waiting—and neither are we. This Climate Week, @lisapjackson joined @ClimateEnvoy John Kerry because business and government leadership go hand in hand in building a cleaner, greener future for all. #ClimateWeekNYC https://t.co/bhvV69rX6P",1983,174,2021-09-21 18:26:14+00:00,2021-09-21
99,Congratulations to the cast and crew of @TedLasso on their remarkable Emmy wins including Outstanding Comedy Series! Believe! 👏,12493,637,2021-09-20 12:21:03+00:00,2021-09-20
100,One of my all-time favorite shows is back! Catch #TheMorningShow season 2 on AppleTV+. https://t.co/vh8d1dsVCf,4309,313,2021-09-17 19:23:23+00:00,2021-09-17
101,Always great to chat with you @iJustine! So glad you love yesterday’s announcements as much as we do. https://t.co/W1Zpnut7jf,14593,787,2021-09-15 21:18:12+00:00,2021-09-15
102,"Introducing iPhone 13 and iPhone 13 Pro, all-new iPad mini, Apple Watch Series 7, and so much more! Check out the highlights from today’s #AppleEvent. https://t.co/2Vas3M4NB4",36443,6181,2021-09-14 22:03:49+00:00,2021-09-14
103,Good morning from somewhere a little different this time. We’re California streaming in 3 hours! See you soon. 👀 #AppleEvent https://t.co/C5V5hiel8F,48536,4776,2021-09-14 14:00:05+00:00,2021-09-14
104,"20 years ago, we were irrevocably changed. We’ll never forget those we lost or the heroic efforts of first responders and everyday Americans on that terrible day. Nor will we forget the sacrifices of those who were called to service in the months and years that followed.",12344,953,2021-09-11 14:15:41+00:00,2021-09-11
105,This Labor Day we honor and recognize all those whose work and imagination fuels the innovations of tomorrow.,8358,566,2021-09-06 15:17:48+00:00,2021-09-06
106,"Proud to support tomorrow’s leaders with $30M in new commitments to HSIs, HBCUs, and social, criminal and environmental justice groups. https://t.co/cW1rGDcGDv",2247,224,2021-08-31 18:41:25+00:00,2021-08-31
107,"Our thoughts are with everyone in Hurricane Ida’s path, especially those sheltering in Louisiana, and we’re grateful for the first responders who are helping keep communities safe. Apple will be donating to relief and recovery efforts on the ground.",4336,336,2021-08-30 14:36:19+00:00,2021-08-30
108,I am profoundly grateful for the time I’ve spent in America’s National Parks throughout my life. Happy 105th Birthday @NatlParkService and thank you for safeguarding these precious spaces. https://t.co/xImG4VbPEv,3414,229,2021-08-26 02:16:43+00:00,2021-08-26
109,"Paralympic gold medalist @kurtfearnley’s episode of Time to Walk or Push on Fitness+ teaches us about the power of community and the role we play in each other's lives. As Kurt says, we've got the keys to lift up others, we just have to share them. https://t.co/4Zwt9lxD9c https://t.co/GuHlZ8fFbq",2253,173,2021-08-20 17:35:29+00:00,2021-08-20
110,Love these striking images from @Aundrelarrow! #ShotOniPhone #WorldPhotographyDay https://t.co/WXkCY4GA4o,3047,223,2021-08-20 01:42:52+00:00,2021-08-20
111,"Thank you @EPAMichaelRegan and @Lisapjackson for your incredible example of environmental leadership and innovation. If we act together and act with urgency, we can meet the challenge of climate change — and build a more equitable and sustainable world. https://t.co/KRDXNg1VQs",2146,202,2021-08-19 15:00:57+00:00,2021-08-19
112,"Apple’s Impact Accelerator supports the urgent environmental work of innovative businesses. We’re proud to help expand the work of these Black, Latinx &amp; Indigenous-owned companies to create a greener, cleaner future for all. https://t.co/I8AVuwnJBE",1891,214,2021-08-17 20:48:42+00:00,2021-08-17
113,Our hearts are with all those in Haiti who are once again facing the consequences of a devastating earthquake. Apple will be donating to assist relief and recovery efforts in the affected communities.,9465,714,2021-08-15 13:55:35+00:00,2021-08-15
114,We hope you love this remarkable and heartfelt story as much as we do! https://t.co/cOLeoH5B8y,3623,287,2021-08-14 00:46:21+00:00,2021-08-14
115,"This school year, many students will be able to go contactless with student IDs in Wallet on iPhone and Apple Watch – including my undergraduate alma mater @AuburnU! #WarEagle https://t.co/2w36aCTqjf",4095,486,2021-08-03 15:50:25+00:00,2021-08-03
116,"Our Apple family includes hundreds of Dreamers. They deserve a clear path to citizenship, and I’m proud to join many leaders in affirming our support for this important legislation. https://t.co/0vYudQepGJ",3510,375,2021-07-29 22:12:49+00:00,2021-07-29
117,Love seeing how educators in Australia are using Swift to teach the next generation of app developers! https://t.co/hqcSdAs986,2923,272,2021-07-28 21:42:15+00:00,2021-07-28
118,"At Apple, we are committed to creating technology for everyone. As we mark the 31st anniversary of the Americans with Disabilities Act, it’s important we make real the promise of a just and equal society for all Americans.",9785,728,2021-07-26 22:32:46+00:00,2021-07-26
119,"During a year unlike any other, photographers found creative ways to capture the beauty around them. Love the breathtaking images from this year’s @ippawards winners! #ShotOniPhone https://t.co/brjcBQMycT https://t.co/K2Y69hWifI",4020,342,2021-07-23 23:47:05+00:00,2021-07-23
120,"To the coach who teaches us all to be kind, optimistic and, of course, a goldfish: welcome back! ⚽️ https://t.co/yA9LwyNPLI",4605,371,2021-07-23 15:16:09+00:00,2021-07-23
121,"We’re celebrating 40 years in Singapore — what began with an Apple II facility at Ang Mo Kio has now grown to 3,500 team members, and beyond. We’re proud to be a part of the community there and look forward to many more years to come! https://t.co/z5ji08KJk1",3250,415,2021-07-22 05:05:54+00:00,2021-07-22
122,"Our hearts are with all those affected by the devastating flooding across Germany, Belgium and Western Europe. Apple will be donating to support relief efforts.",14620,1139,2021-07-16 22:10:14+00:00,2021-07-16
123,"Proud to be supporting @DSTNHome, @HousingTrustSV &amp; @CalHFA’s efforts to ensure there is affordable housing across California — they are making a tremendous impact in our communities. https://t.co/FZ90S8BPXm",1454,125,2021-07-15 00:38:20+00:00,2021-07-15
124,Happy Birthday America! Hope everyone has a safe and happy #4thofJuly!,11005,734,2021-07-04 14:07:05+00:00,2021-07-04
125,"Pride is about celebrating the power of equity, inclusion and diversity — because humanity is at its best when everyone is able to speak and live their truth. #Pride2021",8932,1029,2021-06-28 15:18:11+00:00,2021-06-28
126,It was amazing to experience the energy from the Apple Fitness+ studio today! I closed my rings just by being around this incredible group. https://t.co/VH92VbqApw,6319,372,2021-06-25 00:38:37+00:00,2021-06-25
127,"We’re proud to work with groups like @CreateNow, who are bringing amazing opportunities to kids who don’t get them often enough. From music to painting and graphic design, loved seeing what these gifted and passionate young artists are creating! https://t.co/NZJBE2CnAN",2915,240,2021-06-24 23:33:34+00:00,2021-06-24
128,Today we opened the doors to our new store in downtown LA — Apple Tower Theatre. It’s a testament to a city rich in culture and diversity. We’re so excited to be a part of DTLA! https://t.co/l4UQmZQ5x4,13145,1208,2021-06-24 20:42:11+00:00,2021-06-24
